"","rab.all","rab.win.Control","rab.win.Treatment ","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
" o__Gaiellales",2.87161891503916,3.07142677110802,2.69474757653167,-0.645285918995699,2.68394800036123,-0.186549194540612,0.376057259050035,0.252175747216317,0.600363621920307,0.177324093177395,0.502827393380295
" g__Gaiella",-1.82405742717306,-2.34551141175735,-1.24361424418333,0.969605515683093,4.74890622903518,0.191622033164304,0.415094342706646,0.348661733387745,0.643941495149702,0.339077059864463,0.610028371713362
" g__67-14",-1.94346744454255,-1.90613086569227,-2.00439287589918,-0.239456711156897,5.04922747464044,-0.038770619381074,0.476903058721504,0.602544447492198,0.822220772103593,0.601513097841868,0.80879082082312
" f__Solirubrobacteraceae",3.18010719353069,2.90806110091567,3.53620606077585,0.681525443035316,2.24725359193127,0.174601340376666,0.339843756303679,0.64545498567228,0.860706565042635,0.0805342571223649,0.343740120734061
" g__Conexibacter",-2.02660857674864,-2.69130531574974,-1.02313174802934,2.03372059784678,5.22031092242199,0.330307611192535,0.346779446433505,0.147399454376079,0.422921316182793,0.124830237776183,0.352046793318731
" f__Geobacteraceae",-2.20338958853633,-2.1927958439629,-2.21201908592018,-0.218531993698839,5.53904282560599,-0.0452665289936544,0.480806767106153,0.576378968425757,0.819695386582527,0.633323227836973,0.831333322807311
" g__Citrifermentans",-2.42495398928617,-2.35042704639115,-2.48806596500037,-0.268501531701138,4.82652390475164,-0.0510878531828354,0.478515625760259,0.518515466381725,0.779725664193388,0.514430140765304,0.757644798520499
" g__Geobacter",-2.81554017419623,-3.09271476202762,-2.48366451857406,0.618024781604765,4.46929124331615,0.119032551085256,0.439167211026544,0.415403471554861,0.700114728970372,0.413931841300741,0.681874093195884
" f__Syntrophobacteraceae",-2.7514901464746,-3.04804766770825,-2.37827559604557,0.76181337218076,4.58637894931105,0.14402056532277,0.417046196893237,0.393484893878651,0.660306332694687,0.39106591122772,0.62568559882577
" g__Blfdi19",-2.3323992550764,-2.797203656657,-1.74033399383251,1.29943539178901,5.09262067331766,0.216571743710591,0.400780745348082,0.319768585183732,0.615230934657253,0.323054466568501,0.579767544066777
" g__27F-1492R",-1.35267479961913,-0.29036127353733,-1.95038061103457,-1.40099342139538,4.83459006495779,-0.24326212709216,0.379960967408173,0.318098081739978,0.615439976913001,0.215363570180043,0.495333465594422
" g__P3OB-42",-2.43520660023403,-2.48172650725344,-2.40170805475912,-0.191315023942837,5.28825459043835,-0.0328686752381024,0.484059857426887,0.565418196469274,0.7930762554089,0.557994823771754,0.775949103633869
" f__Myxococcaceae",2.00968437309192,2.06748091291392,1.79158381780508,-0.651606582477985,4.99599924920773,-0.105670442863814,0.446974627786363,0.436223299599294,0.744941289238652,0.554602134197415,0.807316702127055
" g__Anaeromyxobacter",2.18732581210634,2.74473547276313,0.153152740416208,-2.01240681098216,5.44327924915284,-0.356195236089877,0.337239589763614,0.0853362033816993,0.364813631667202,0.0519336258905803,0.279498369030221
" p__Myxococcota",-1.20700493547865,-0.765990968562715,-1.47689808462349,-0.636508904500645,5.41063554778621,-0.102002381468698,0.448275863913288,0.552764722554361,0.797093248425458,0.535958304673619,0.771897258940283
