"","Intercept::Est","Intercept::SE","Intercept::t.val","Intercept::pval","TreatmentTreatment :Est","TreatmentTreatment :SE","TreatmentTreatment :t.val","TreatmentTreatment :pval","Time_PointSummer:Est","Time_PointSummer:SE","Time_PointSummer:t.val","Time_PointSummer:pval","TreatmentTreatment :Time_PointSummer:Est","TreatmentTreatment :Time_PointSummer:SE","TreatmentTreatment :Time_PointSummer:t.val","TreatmentTreatment :Time_PointSummer:pval","Intercept::pval.holm","TreatmentTreatment :pval.holm","Time_PointSummer:pval.holm","TreatmentTreatment :Time_PointSummer:pval.holm"
" g__GOUTA6",-2.23077139585213,1.05501134914638,-2.13253009756336,0.101720482274554,0.307811167895027,1.49201135842035,0.224229542300442,0.489832727967963,-0.0477421873852883,1.40329627819196,-0.0253530805211968,0.548931067459222,-0.297551860946264,1.9555873855273,-0.16634907524755,0.513259860013752,0.94564643347102,1,1,1
" g__A21b",-1.51543699213734,1.13186094964243,-1.32244336589754,0.278895020125218,-0.139444186848391,1.60069310570481,-0.108445311697067,0.57805650859927,0.156331900525689,1.50551580260172,0.0977989098361669,0.555828498621591,-0.808244405824464,2.09803714157446,-0.375090850260815,0.544998279294682,0.995643315594815,1,1,1
" g__IS-44",-1.72344923404293,1.13471943211617,-1.5083682970322,0.243962897654799,1.02961273355034,1.60473561038698,0.656318081726077,0.479428589412579,-0.221432454074583,1.50931793972557,-0.158011624902439,0.519797269714715,1.58261951010464,2.10333567440249,0.766648286018323,0.457925760862897,0.990774830067669,1,1,1
" f__Gallionellaceae",-2.10163543272244,1.05124278854879,-2.01467202297452,0.123196552687405,0.0710924045432426,1.48668180891261,0.0477073589220267,0.530410975209111,-0.187557069446072,1.39828362400107,-0.12944778108192,0.508845560510115,-0.269865920970618,1.94860191606083,-0.126462240900967,0.489354861932831,0.936542541486857,1,0.996670059292401,1
" g__AAP99",-2.13404661755451,1.04677446061584,-2.04316101121999,0.124370522731977,0.223761730551668,1.4803626389487,0.169707067486708,0.517102204456072,-0.146204277141261,1.3923401922426,-0.113025299592764,0.512018844976834,0.647892282382687,1.94031934569118,0.346068672557417,0.483945221046042,0.92334748973699,1,1,1
" g__MND1",-1.5468311862788,1.14579914349766,-1.34943332595741,0.289901185262848,-0.0926715626081068,1.62040468848987,-0.0327087128929257,0.563215095794512,-0.775363015298546,1.5240553335533,-0.524736303402234,0.486684036627534,1.63070352398072,2.12387322011748,0.778943624668628,0.441816181864389,0.978000211453773,1,1,1
" g__TRA3-20",0.784568788819642,1.19392370587651,0.693842255083795,0.475168918831289,1.00034797953252,1.68846309728931,0.604023160179556,0.536096034069418,0.282266156885482,1.58806698549477,0.182655961157568,0.656673420742772,-1.04489148496948,2.21307774592495,-0.472263349078683,0.571190795404718,1,1,1,1
" o__Burkholderiales",2.88480830176616,1.25229998527732,2.35927473896224,0.0436937564491174,-2.30824997330642,1.77101962333881,-1.30959735959728,0.252133793023814,-0.811063841234707,1.66571469581004,-0.483241378024144,0.623391693719736,1.99304114233198,2.32128503270211,0.859267039380864,0.43364300355875,0.953921969400983,0.994947108012628,1,1
" g__Methylotenera",-2.17533924128261,1.03754090457386,-2.12980745974979,0.114568722606087,0.122219746038705,1.4673044187652,0.0883728304028211,0.519618563567919,-0.203003574050613,1.38005841457389,-0.127903754127799,0.518081648870746,-0.811400942397418,1.92320386562183,-0.435154500188381,0.457073933618338,0.907101137556116,1,1,1
" g__Burkholderia-Caballeronia-Paraburkholderia",6.44212648499481,0.938372628769113,7.03985369846166,4.10148018598613e-06,-0.759152392849603,1.32705929816497,-0.537647139217314,0.610886065323556,0.812577769273479,1.24815227682086,0.668292618016169,0.512201593040142,-1.21937474471809,1.73938382485624,-0.74165551814135,0.477207814450697,0.00135666726981536,1,1,1
" g__Pandoraea",2.10185846051764,1.19219241300735,1.8321862598993,0.130481873244505,0.510463832518878,1.68601467943331,0.30717777757642,0.663393407746138,1.696745827073,1.58576415070374,1.07673232350708,0.328040720221328,-1.82472977981074,2.20986859135205,-0.840057162269085,0.448435946789996,0.982825821856035,1,1,1
" g__mle1-7",-1.57852413720314,1.03988699749631,-1.50514619276165,0.234300118057882,-1.02654757609664,1.47062229519472,-0.712786179369498,0.441891510004064,-0.780501803683242,1.38317900988221,-0.589072185649749,0.468896078526641,0.449770800536469,1.92755262426612,0.236834893454572,0.48488043443775,0.98530639111484,1,0.998733595547565,1
" g__Polaromonas",-2.09964775169863,1.05535776511118,-1.97809338365906,0.130881102436722,-0.648921360600526,1.49250126457598,-0.451515946835242,0.480214045707259,-0.128309633162393,1.40375705449972,-0.102238812193234,0.555499162481863,0.772480896514646,1.95622950818451,0.406183622229606,0.535763432124008,0.94006141721249,1,1,1
" g__Variovorax",-2.44801172958397,1.06001088443183,-2.32094518228185,0.0881253234664898,1.28929354632474,1.49908176902659,0.879549256458832,0.425910132010736,0.0196771064781404,1.40994628178143,0.0130877433675181,0.49739299173037,-1.8901796937421,1.96485461108429,-0.986455071640275,0.381932217063647,0.862075863103287,0.99474790948441,1,0.997022503970861
" g__Rhodoferax",-2.38848092162396,1.15668331218031,-2.07637548241213,0.11320602414647,1.3819304071025,1.63579722745603,0.869095239888707,0.420844319082164,0.0902619487165783,1.53853263127709,0.0634653901002453,0.514691587573829,0.209482170952221,2.14404830448503,0.0927827175379568,0.522697528969951,0.92874049675173,0.989980430827398,1,1
" f__Comamonadaceae",-0.952204687649257,1.12814103314448,-0.820020583033621,0.48917325401399,-0.491676839826094,1.59543234934252,-0.303715075538906,0.53878563746234,-0.939006601565642,1.50056785111193,-0.657662465487402,0.44348027532682,6.18963605074816,2.09114183965711,3.01841297673855,0.0252348278329286,0.993384430232102,1,1,0.691618285164663
" g__Undibacterium",-1.49193392357248,1.28629725461898,-1.15822330112295,0.333060372387681,0.102867960803416,1.81909902272544,0.0631573000102811,0.619395986970468,1.6690674312753,1.71093529137467,0.999382995740983,0.397291910878854,-2.87654252224915,2.38430296243407,-1.23555103734561,0.31597111702462,0.992495908096482,1,1,1
