"","Intercept::Est","Intercept::SE","Intercept::t.val","Intercept::pval","TreatmentTreatment :Est","TreatmentTreatment :SE","TreatmentTreatment :t.val","TreatmentTreatment :pval","Time_PointSummer:Est","Time_PointSummer:SE","Time_PointSummer:t.val","Time_PointSummer:pval","TreatmentTreatment :Time_PointSummer:Est","TreatmentTreatment :Time_PointSummer:SE","TreatmentTreatment :Time_PointSummer:t.val","TreatmentTreatment :Time_PointSummer:pval","Intercept::pval.holm","TreatmentTreatment :pval.holm","Time_PointSummer:pval.holm","TreatmentTreatment :Time_PointSummer:pval.holm"
" g__Sebacina",0.562617598248013,1.84735103467006,0.326444991525079,0.630427125227655,-1.8391008114395,2.54639767241165,-0.740371348731739,0.478016206030856,3.19222973191969,2.40319544639606,1.33060635600017,0.232001571613456,-0.630380933298212,3.30066767814084,-0.181797427641539,0.695987805757651,1,1,1,1
" o__Helotiales",6.79073208543761,1.17596609379128,5.86829255720132,1.13281057444939e-05,-1.80415622658831,1.62095739676241,-1.09938669826948,0.292602789959772,-0.289996299461122,1.52979932274761,-0.171684772686102,0.824118927078358,2.01073426394161,2.10110217469288,0.932212804072399,0.369685761595847,0.00217585480462761,1,1,1
" g__Lactarius",3.45618523182849,2.02671001982205,1.7216775943755,0.124420362175899,1.21515867689925,2.79362697195768,0.437626441182765,0.651273935345687,0.0492490917109257,2.63652126715132,0.0180188501590074,0.765478531695535,-1.62291681451734,3.6211289191096,-0.44949159049676,0.64517383461469,1,1,1,1
" g__Cenococcum",7.60579037919908,1.71017139791294,4.49258056135553,0.00067612564007716,-3.86948510037446,2.35730859232623,-1.65337849240595,0.12465083395112,-0.151378821782158,2.22474020307418,-0.0734263689109775,0.814339312558578,2.22597453724157,3.05556840645629,0.735027575253119,0.484207920546405,0.0442809725529181,1,1,1
" g__Tricholoma",5.47166222433092,2.08035512571315,2.64600112112453,0.0180310651864678,-4.585467552689,2.86757164744908,-1.60603005968248,0.146417061832182,-2.37101310962608,2.70630750256595,-0.878271637478654,0.414197266927006,5.80499813799213,3.71697679197304,1.57068767710923,0.154244055074259,0.903575841195393,1,1,1
" g__Inocybe",-1.25823603608738,1.0942563688191,-1.14258354684154,0.330801370234078,0.0269117556771788,1.50832831350877,0.0226688685185512,0.521329204961896,0.438256201624599,1.42350418160002,0.308107136586264,0.458457229913532,-0.381907795920168,1.95511116207864,-0.201345328389993,0.51539656341342,0.977049536593133,1,0.999511405110816,1
" g__Clavulina",1.00905416608162,1.98285448316856,0.52035866869693,0.584525535931828,1.64045728586879,2.73317628642961,0.608367493649169,0.540926714873485,1.58815029003875,2.57947015774821,0.619050226145576,0.553027827603419,-2.63440738545181,3.54277209919663,-0.750749070112534,0.474166615449543,1,1,1,1
" g__Tylospora",-1.11980859764617,1.46296465134703,-0.76224830655874,0.463290920168352,1.18291862180692,2.01655760767522,0.596077105536796,0.51704561818573,1.35950946846466,1.90315209311776,0.734424524088586,0.473458506513333,-1.51347988078356,2.61388336506718,-0.583661507610433,0.504875801011533,1,1,1,1
" f__Clavulinaceae",4.52223463501727,1.89667237745662,2.41583952188924,0.0359399119920533,-2.38205910866085,2.61438245176049,-0.920404319098219,0.390251212086598,0.719889206720009,2.4673569534244,0.29293129889585,0.73903060836474,0.824035593972648,3.38879027039475,0.245941131702513,0.741176911888842,0.948898419418609,1,1,1
" f__Tricholomataceae",-0.346728925506958,1.42175726555361,-0.22529211898206,0.630117847426916,4.40438189995936,1.95975714620295,2.28668280254661,0.0614502214835255,-0.678524790364442,1.84954592946066,-0.377834225902385,0.612292411594558,-4.35438957810127,2.54025800430119,-1.74091090492387,0.142423761827111,1,0.917557145959723,1,0.995706428364936
" g__Butyriboletus",-0.946568972901001,1.33117367793852,-0.696942534714433,0.499761635292558,-0.185379257457452,1.83489628742039,-0.109152686000256,0.570164145967659,2.02302798990533,1.73170689335474,1.19856677996307,0.325410143742121,-2.15701028587177,2.37841203447739,-0.92464116246444,0.398212294085333,1,1,0.989717055913943,0.993193432009728
" g__Byssocorticium",0.398153651345642,1.7266169338027,0.255701481181671,0.608497367784978,-0.0673088241935264,2.3799771991721,-0.0333879952110252,0.66285101256483,-0.500021845679786,2.24613399138084,-0.233986396186435,0.603433588316201,0.878072107120136,3.08495169514497,0.296835128629729,0.630308723709998,1,1,1,1
" g__Imleria",3.17971033619528,1.8375010350524,1.75708087096,0.121903349151018,-0.851534410970952,2.53282038491785,-0.337308103762846,0.677545325059018,1.35854625471959,2.39038170727235,0.575362842112547,0.589389776514816,-2.10355925181036,3.28306865404765,-0.649482242222826,0.53892429093262,1,1,1,1
" p__Ascomycota",4.26781466799879,1.32598430297965,3.27166331917215,0.00507670408062219,-0.867842679957839,1.82774322767778,-0.471872149267694,0.629208687559063,-1.02514024941836,1.72495610152538,-0.580611636801469,0.580777353728164,1.71361944421147,2.36914016255102,0.710431320351353,0.502432959728295,0.488435144462589,1,1,1
" g__Amphinema",-1.14761103047312,1.21090469170659,-0.933589205103945,0.406942703460917,-0.169866290925777,1.66911693046185,-0.109184254541932,0.565293006171881,-0.27307326216531,1.57525050004838,-0.181117176950824,0.55646945803679,0.858644378720035,2.16352707320668,0.415126663630313,0.531624719805003,1,1,1,1
" g__Laccaria",0.0578816903392865,1.337316427147,0.0773687670678932,0.631791444319225,-0.4547734376428,1.84336348287653,-0.262690247764715,0.597470941902195,0.365574266778301,1.73969791761007,0.199711748602442,0.602877666646067,0.474108984899957,2.38938730305755,0.215498626949477,0.588851412208218,1,1,1,1
" g__Hodophilus",-1.17514152542009,1.40885596647241,-0.839946970965933,0.450943223850301,-0.139379541319627,1.94197393265289,-0.0583214847497687,0.610812218269232,-0.289350622732064,1.83276279370429,-0.137332281942875,0.610203569343775,2.62252963830998,2.5172072142325,1.04823571029028,0.375286522544678,1,1,1,0.99480401506882
" g__Leotia",-1.1161386972353,1.50699664589477,-0.732715164088591,0.501184524293644,0.588878840899468,2.077251523625,0.29350219117926,0.60276309976751,2.12726873667974,1.96043275434941,1.10770028729852,0.361424834943299,-2.16741420477869,2.69255546283324,-0.824723187384783,0.458566293272888,1,1,0.994976166999138,1
" g__Mortierella",8.4616668529242,0.662151956662563,13.0731539771247,6.78324773387e-11,-0.853534157731073,0.912713485192869,-0.958095667138778,0.353224260179543,-0.746097198396957,0.861385052006597,-0.848424665698528,0.409272668291236,1.29492966574963,1.18306890263775,1.09302386352575,0.285390831977674,1.33779561019165e-08,1,1,1
" g__Hebeloma",0.223767193984778,1.27625826101702,0.20620432836152,0.593111131290319,4.40999768391775,1.75920060901165,2.53931941817742,0.0317714480894411,-1.02941714085037,1.66026812649023,-0.62939508252823,0.490440775944941,0.174477963130349,2.28029449305581,0.0781483455342256,0.667558325433986,1,0.867885174719334,1,1
" g__Galerina",0.0536372986256001,1.39403501979257,0.058687175505035,0.617686268902564,0.745752925811259,1.92154466749418,0.39883126383726,0.587506136625568,0.274935994748147,1.81348241282171,0.162985824593452,0.633007455478671,-0.127884467575191,2.49072658399627,-0.0578769501869697,0.652217284309431,1,1,1,1
" g__Gliophorus",-1.31378855097998,1.25685606380969,-1.02410303416941,0.392047712743483,2.18275015347569,1.73245652579129,1.27826723045982,0.298987196385752,-0.129941649730568,1.63502805511037,-0.0957897854934027,0.518812878930357,-2.27231321356824,2.24562852865312,-1.02680260554621,0.407012303770423,0.998391205025284,0.987368369778891,1,0.984798317930756
" g__Tylopilus",0.237237166322511,1.65356852685722,0.172955702824183,0.652712758118797,0.860741321305224,2.27928691891219,0.363625883208483,0.630190287993712,0.988445620641053,2.15110624860577,0.456925559396896,0.612946843342386,-0.0571381716259824,2.95443588563197,-0.00377773067088484,0.657718206633127,1,1,1,1
" g__Umbelopsis",1.86621600808798,1.40336928284948,1.36358816824627,0.230952360230984,-1.10372582582819,1.93441106119832,-0.57511122582998,0.576438975297125,1.01592369634469,1.82562523681826,0.562559132080659,0.574860226667486,-0.350445419698246,2.50740414001731,-0.13542519112582,0.685985855710272,1,1,1,1
" g__Wilcoxina",-1.25146262617569,1.31472117522443,-0.944881267413276,0.412193683830203,1.02346904411891,1.81221807746988,0.584244389132838,0.483244577836142,0.366011992313783,1.71030404199498,0.22359966896322,0.567449670630755,-1.23220419580044,2.34901629814261,-0.540860281740328,0.477666390112281,1,1,1,1
" g__Trechispora",-0.125367181721934,1.23575863300943,-0.0831538862803223,0.64528616554034,0.0799521421996699,1.70337572432184,0.0550688770502497,0.634566935354835,0.875953850728953,1.60758267592781,0.564905531694611,0.543791939859336,-0.264530023493035,2.2079336852653,-0.125949790016336,0.644453949261907,1,1,1,1
