"","rab.all","rab.win.Control","rab.win.Treatment ","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
" g__Mytilinidion",-0.271336342948327,-0.467764046750837,-0.090900483326676,0.427502983395082,4.42974906449624,0.0782910316874714,0.459517047167485,0.527893362302936,0.860049575224769,0.514198340490837,0.857369275970904
" g__Scytalidium",-0.640056047818923,-0.675341604562552,-0.583252582582258,0.130047866796739,4.40230900664696,0.023947358610806,0.48792613687146,0.561256938675446,0.873489733287591,0.547260582536118,0.873242434922644
" g__Nectriopsis",-0.390748530283662,0.100205965854751,-0.810030414912595,-1.11462161891999,4.93160626891873,-0.204785123565223,0.396025554597132,0.287536655846211,0.702587557120119,0.300350620319379,0.717093537744502
" g__Ascocorticium",-0.341280980528998,-0.548969789949117,-0.149807220822726,0.644535211141566,4.87871074744838,0.120155241938911,0.445312502326635,0.427045578221008,0.799950767550369,0.471740690282021,0.822635925366576
" g__Phialea",-0.449688732234048,-0.359883050715347,-0.541219965368413,-0.266605495308235,4.27439081831244,-0.0549878830658218,0.469127041755093,0.510859444117808,0.839824932481698,0.550744839517693,0.867899796545238
" o__Eurotiales",-0.568295176983077,-0.738682037914932,-0.396384020833082,0.534276085851809,4.56714340627066,0.103570400030583,0.449964515961116,0.450630308482996,0.818823898605308,0.476117041618229,0.837899939138919
" o__GS22",0.621612775225573,1.89428714384645,-0.151687904704556,-1.98634995437705,5.38778248976478,-0.313084232880855,0.353693188544114,0.158962000373539,0.607846808214564,0.126588468601625,0.599361386215503
" g__Leptodontidium",-0.300574077223144,-0.583245724434825,-0.0186305327249228,0.6526558697359,4.63049566131712,0.122656888477121,0.426136366810509,0.414772041723843,0.788869084294589,0.429558133527279,0.793670662552191
" f__Mycenaceae",-0.668947004797981,-0.758294922063861,-0.581573258960141,0.225855768926294,4.46737197435562,0.0440614301400525,0.477272728230051,0.486849943262167,0.836039756600356,0.50077919858523,0.853410945345072
" o__Sordariales",0.345454731317073,0.508656758729368,0.213639175753661,-0.356489067676608,4.97080011940317,-0.0604046099582891,0.471965934466476,0.544065064148683,0.874981429560421,0.577664319451546,0.895931556447292
" f__Lyophyllaceae",-0.469331652312071,-0.706966693263438,-0.21267097743657,0.643378333580404,4.67515535233935,0.119950940694116,0.445312502326635,0.441821854640817,0.812262960642891,0.463122669429122,0.830301946149692
" g__Serendipita",-0.72830513192447,-0.617484514374297,-0.835129896144449,-0.275607476246616,4.49975929612532,-0.0520727975018761,0.476224273533974,0.493362358891273,0.84358012155865,0.524884912606913,0.848815676259759
" g__Hyaloscypha",-0.204585566635694,-0.137018305963236,-0.270036982136489,-0.225405406218329,5.26722180914249,-0.0422880143002939,0.477272728230051,0.574357433910908,0.884586990633558,0.571132146686904,0.886400724122632
" g__Chamonixia",-0.589841665095082,-0.492213392541627,-0.671219369039089,-0.0468722224722082,4.12106019004769,-0.0140788783234772,0.494677076163842,0.487294388397042,0.83716315824467,0.536339448271819,0.853022790813452
" f__Thelephoraceae",-0.563890286371217,-0.452632298453704,-0.670824779137669,-0.195038882409698,4.79104732205638,-0.0347912855278947,0.479403409958163,0.523687835267702,0.864124911346703,0.501680364707899,0.857114583609479
" g__Rhizopogon",-0.595780028100873,-0.396783408751418,-0.768463509420098,-0.427411119886321,4.26044798996619,-0.0776407190692739,0.454545456472069,0.473653737050196,0.825259282144197,0.461081512027419,0.812936816220457
" g__Auricularia",-0.56710357399077,-0.674564027849554,-0.454312672582811,0.351435282328361,4.55508161065344,0.0675685792769061,0.466288149043964,0.51958625582048,0.857266067341529,0.524938681657673,0.849798703399268
" g__Leccinum",-0.694636599084863,-0.697911593836964,-0.692658450071841,0.14371894820006,4.4766797957345,0.0344243449590448,0.48153409168637,0.515719014796433,0.856117597097562,0.517745672768356,0.860190492028548
" g__Ceraceomyces",-0.527902385093167,-0.750008374407994,-0.328820242440621,0.463482525148581,4.36595485614981,0.0855661768908522,0.462029809977799,0.487608335805395,0.833879447864534,0.494753984979979,0.836350211427308
" g__Athelia",-0.563704966261376,-0.57728918320711,-0.557475096232399,-0.0673411134241091,4.56208381469579,-0.0163203312640708,0.491477273085631,0.49731426846925,0.844200953210375,0.511079634502023,0.856183768327983
" f__Rhytismataceae",-0.68681615015605,-0.825006971363605,-0.573023705344628,0.350047036300654,4.5496737780193,0.0632165618624485,0.473011364774152,0.493926421567654,0.8332129445718,0.511377049263762,0.844976218049286
" g__Glutinomyces",-0.285420706782512,-0.641158552571462,0.0526715439470049,1.07471286915006,4.98435809027325,0.193964753646679,0.400568186169918,0.319375224418322,0.73227254830528,0.36345786405412,0.762317857330946
